,news_id,category,sub_category,title,abstract,url,title_entities,abstract_entitites
48033,N49180,lifestyle,lifestyleroyals,Why Prince Harry Wore His Remembrance Poppy Differently from the Rest of the Royal Family,Why Prince Harry's Poppy Was Worn on His Cap,https://assets.msn.com/labs/mind/BBWByOC.html,"[{""Label"": ""Prince Harry, Duke of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q152316"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Prince Harry""]}]","[{""Label"": ""Prince Harry, Duke of Sussex"", ""Type"": ""N"", ""WikidataId"": ""Q152316"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [4], ""SurfaceForms"": [""Prince Harry""]}]"
48056,N37781,news,newscrime,Police: Man shot friend in head with shotgun during argument over LSU-Alabama game,,https://assets.msn.com/labs/mind/BBWByTi.html,[],[]
48125,N61408,finance,markets,China's pork crisis is bigger than you think,"African swine fever in world's second largest economy has shaken global meat markets, reports Tanner Brown.",https://assets.msn.com/labs/mind/BBWBym5.html,"[{""Label"": ""China"", ""Type"": ""G"", ""WikidataId"": ""Q148"", ""Confidence"": 0.992, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""China""]}]","[{""Label"": ""African swine fever virus"", ""Type"": ""C"", ""WikidataId"": ""Q195760"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""African swine fever""]}]"
48182,N103,music,cma-awards,These Are The 20 Greatest Female Country Singers In History,From Patsy Cline and Dolly Parton to Faith Hill and Shania Twain,https://assets.msn.com/labs/mind/BBWqwuE.html,[],"[{""Label"": ""Faith Hill"", ""Type"": ""P"", ""WikidataId"": ""Q464241"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [37], ""SurfaceForms"": [""Faith Hill""]}, {""Label"": ""Patsy Cline"", ""Type"": ""P"", ""WikidataId"": ""Q273080"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [5], ""SurfaceForms"": [""Patsy Cline""]}, {""Label"": ""Shania Twain"", ""Type"": ""P"", ""WikidataId"": ""Q131433"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [52], ""SurfaceForms"": [""Shania Twain""]}, {""Label"": ""Dolly Parton"", ""Type"": ""P"", ""WikidataId"": ""Q180453"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [21], ""SurfaceForms"": [""Dolly Parton""]}]"
48202,N19075,foodanddrink,videos,These Loaded Mashed Potatoes Will Win Thanksgiving,Everyone will forget about the turkey when you set down this dish from Chop Happy's Jason Goldstein.,https://assets.msn.com/labs/mind/BBWBzB1.html,[],[]
48286,N43496,lifestyle,shop-holidays,48 clever gifts under $25 that won't end up getting regifted,"You don't have to spend more than $25 to get great gifts. Here are 48 thoughtful, useful, and cheap presents to buy for the holidays   all under $25.",https://assets.msn.com/labs/mind/BBWqxZL.html,[],[]
48292,N25624,travel,traveltips,Travel etiquette: The final word on the right to recline,"The question of the recline is like a zero-sum game, award-winning aircraft cabin designer James Lee told TPG. ""The gain of one person is the pain of the person behind.""",https://assets.msn.com/labs/mind/BBWy8Ww.html,[],[]
48308,N3589,entertainment,video,Chrissy Teigen's EPIC Reaction to Husband John Legend Being Named 2019 Sexiest Man Alive,Chrissy Teigen had the best response to John Legend becoming People Magazine's 2019 Sexiest Man Alive.,https://assets.msn.com/labs/mind/BBWGD8i.html,"[{""Label"": ""People (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q33659"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [71], ""SurfaceForms"": [""Sexiest Man Alive""]}, {""Label"": ""Chrissy Teigen"", ""Type"": ""P"", ""WikidataId"": ""Q5111202"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Chrissy Teigen""]}, {""Label"": ""John Legend"", ""Type"": ""P"", ""WikidataId"": ""Q44857"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [42], ""SurfaceForms"": [""John Legend""]}]","[{""Label"": ""People (magazine)"", ""Type"": ""M"", ""WikidataId"": ""Q33659"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [61, 84], ""SurfaceForms"": [""People Magazine"", ""Sexiest Man Alive""]}, {""Label"": ""Chrissy Teigen"", ""Type"": ""P"", ""WikidataId"": ""Q5111202"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Chrissy Teigen""]}, {""Label"": ""John Legend"", ""Type"": ""P"", ""WikidataId"": ""Q44857"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [40], ""SurfaceForms"": [""John Legend""]}]"
48361,N5415,sports,football_nfl,Report: NFL will no longer provide list of personnel who'll attend Colin Kaepernick workout,"Additionally, a number of teams have contact Kaepernick's to preemptively apologize for not being in attendance this weekend, noting they were confused by the timing of the workout.",https://assets.msn.com/labs/mind/BBWInOu.html,"[{""Label"": ""National Football League"", ""Type"": ""O"", ""WikidataId"": ""Q1215884"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [8], ""SurfaceForms"": [""NFL""]}]",[]
48387,N54274,health,nutrition,This High Cholesterol Diet Plan Will Lower Your Cholesterol Numbers,Looking to lower your bad cholesterol and increase the good cholesterol in your blood? This high cholesterol diet plan will help keep your numbers low.,https://assets.msn.com/labs/mind/BBWqy1w.html,[],[]
48417,N59407,foodanddrink,restaurantsandnews,White Castle Is Bringing Back Its Mac & Cheese Nibblers And Sloppy Joe Sliders This Winter,It's eating season.,https://assets.msn.com/labs/mind/BBWqy72.html,"[{""Label"": ""White Castle (restaurant)"", ""Type"": ""O"", ""WikidataId"": ""Q1244034"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""White Castle""]}, {""Label"": ""Macaroni and cheese"", ""Type"": ""C"", ""WikidataId"": ""Q378341"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Mac & Cheese""]}]",[]
48441,N19661,news,newscrime,"Judge calls USC dad a 'thief,' gives longest prison sentence so far in college admissions scandal","Toby MacFarlane, a California real estate executive, received six months for his actions in the college admissions scandal. It's the longest so far.",https://assets.msn.com/labs/mind/BBWInsN.html,[],[]
48454,N33848,sports,football_nfl_videos,Every touchdown from every Week 10 game,Watch Every Touchdown From Every Game presented by Amazon Prime during Week 10.,https://assets.msn.com/labs/mind/BBWyA7E.html,[],"[{""Label"": ""Amazon Prime"", ""Type"": ""M"", ""WikidataId"": ""Q21086634"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [51], ""SurfaceForms"": [""Amazon Prime""]}]"
48697,N41020,entertainment,celebrity,Lamar Odom Is Engaged to Sabrina Parr: See Her Ring!,Lamar Odom Is Engaged to Sabrina Parr: See Her Ring!,https://assets.msn.com/labs/mind/BBWC7DR.html,"[{""Label"": ""Lamar Odom"", ""Type"": ""P"", ""WikidataId"": ""Q296403"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Lamar Odom""]}]","[{""Label"": ""Lamar Odom"", ""Type"": ""P"", ""WikidataId"": ""Q296403"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Lamar Odom""]}]"
48747,N9271,news,newscrime,"California teen killed in gang-related shooting, 2 people charged with murder, police say","A man and a teenager suspected of killing a 17-year-old boy in a gang-related shooting in California on Friday night are in custody facing murder charges, police told Fox News on Sunday.",https://assets.msn.com/labs/mind/BBWyDCo.html,"[{""Label"": ""California"", ""Type"": ""G"", ""WikidataId"": ""Q99"", ""Confidence"": 0.962, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""California""]}]","[{""Label"": ""Fox News"", ""Type"": ""M"", ""WikidataId"": ""Q186068"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [167], ""SurfaceForms"": [""Fox News""]}, {""Label"": ""California"", ""Type"": ""G"", ""WikidataId"": ""Q99"", ""Confidence"": 0.962, ""OccurrenceOffsets"": [90], ""SurfaceForms"": [""California""]}]"
48755,N19017,video,animals,How a speech pathologist is teaching her dog to 'speak',Speech pathologist Christina Hunger says she is teaching her dog Stella to communicate with the same method she uses to teach children to speak and learn words.,https://assets.msn.com/labs/mind/BBWr27H.html,[],[]
48762,N43999,finance,financenews,Former President Jimmy Carter recovering after brain surgery,Former President Jimmy Carter will remain at Emory University Hospital under observation after having surgery Tuesday morning to relieve pressure on his brain following three falls in recent months.,https://assets.msn.com/labs/mind/BBWC9Tj.html,"[{""Label"": ""Jimmy Carter"", ""Type"": ""P"", ""WikidataId"": ""Q23685"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""Jimmy Carter""]}]","[{""Label"": ""Jimmy Carter"", ""Type"": ""P"", ""WikidataId"": ""Q23685"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [17], ""SurfaceForms"": [""Jimmy Carter""]}, {""Label"": ""Emory University Hospital"", ""Type"": ""F"", ""WikidataId"": ""Q5373728"", ""Confidence"": 0.937, ""OccurrenceOffsets"": [45], ""SurfaceForms"": [""Emory University Hospital""]}]"
48844,N43338,weather,weathertopstories,Australian state declares emergency due to wildfires,"Australia's most populous state declared a state of emergency on Monday due to unprecedented wildfire danger as calls grew for Australia to take more action to counter climate change. New South Wales state Emergency Services Minister David Elliott said residents were facing what ""could be the most dangerous bushfire week this nation has ever seen.""",https://assets.msn.com/labs/mind/BBWyE2Z.html,"[{""Label"": ""Australia"", ""Type"": ""G"", ""WikidataId"": ""Q408"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Australian state""]}]","[{""Label"": ""Australia"", ""Type"": ""G"", ""WikidataId"": ""Q408"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0, 127], ""SurfaceForms"": [""Australia"", ""Australia""]}, {""Label"": ""New South Wales"", ""Type"": ""G"", ""WikidataId"": ""Q3224"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [184], ""SurfaceForms"": [""New South Wales state""]}, {""Label"": ""David Elliott (politician)"", ""Type"": ""P"", ""WikidataId"": ""Q5233344"", ""Confidence"": 0.997, ""OccurrenceOffsets"": [234], ""SurfaceForms"": [""David Elliott""]}]"
48904,N60059,sports,baseball_mlb,Giants hire Gabe Kapler as manager to replace Bruce Bochy,SAN FRANCISCO (AP) Gabe Kapler might need years to match the popularity of his predecessors with the San Francisco Giants.,https://assets.msn.com/labs/mind/BBWIsUi.html,"[{""Label"": ""Gabe Kapler"", ""Type"": ""P"", ""WikidataId"": ""Q2435968"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [12], ""SurfaceForms"": [""Gabe Kapler""]}, {""Label"": ""San Francisco Giants"", ""Type"": ""O"", ""WikidataId"": ""Q308966"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Giants""]}, {""Label"": ""Bruce Bochy"", ""Type"": ""P"", ""WikidataId"": ""Q586449"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [46], ""SurfaceForms"": [""Bruce Bochy""]}]","[{""Label"": ""Gabe Kapler"", ""Type"": ""P"", ""WikidataId"": ""Q2435968"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [19], ""SurfaceForms"": [""Gabe Kapler""]}, {""Label"": ""San Francisco Giants"", ""Type"": ""O"", ""WikidataId"": ""Q308966"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0, 101], ""SurfaceForms"": [""SAN FRANCISCO"", ""San Francisco Giants""]}]"
48959,N9719,travel,travelnews,"Here are the best cruise lines for families, couples and those on a budget","U.S. News & World Report released its annual ranking of cruise lines, taking into account multiple factors, including amenities, cost and family-friendly features.",https://assets.msn.com/labs/mind/BBWCLtp.html,[],"[{""Label"": ""U.S. News & World Report"", ""Type"": ""M"", ""WikidataId"": ""Q848629"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""U.S. News & World Report""]}]"
48967,N17069,weather,weathertopstories,Meteor streaks through the sky over St. Louis,Hundreds reported seeing a bright flash of light across the sky in at least two counties,https://assets.msn.com/labs/mind/BBWCM53.html,"[{""Label"": ""St. Louis"", ""Type"": ""G"", ""WikidataId"": ""Q38022"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [36], ""SurfaceForms"": [""St. Louis""]}]",[]
49039,N64152,news,newsworld,10 Gazans dead as Israel hit on militant chief sparks rocket barrage,"Israel's military killed a commander from Palestinian militant group Islamic Jihad in a strike on his home in the Gaza Strip on Tuesday, triggering exchanges of fire in a violent escalation that left another nine Gazans dead. Islamic Jihad is the second most-powerful militant group in the Gaza Strip after Hamas.",https://assets.msn.com/labs/mind/BBWCN9C.html,"[{""Label"": ""Gaza Strip"", ""Type"": ""G"", ""WikidataId"": ""Q39760"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [3], ""SurfaceForms"": [""Gazans""]}, {""Label"": ""Israel"", ""Type"": ""G"", ""WikidataId"": ""Q801"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [18], ""SurfaceForms"": [""Israel""]}]","[{""Label"": ""Gaza Strip"", ""Type"": ""G"", ""WikidataId"": ""Q39760"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [114, 213, 290], ""SurfaceForms"": [""Gaza Strip"", ""Gazans"", ""Gaza Strip""]}, {""Label"": ""Hamas"", ""Type"": ""O"", ""WikidataId"": ""Q38799"", ""Confidence"": 0.995, ""OccurrenceOffsets"": [307], ""SurfaceForms"": [""Hamas""]}, {""Label"": ""Israel Defense Forces"", ""Type"": ""O"", ""WikidataId"": ""Q58967"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Israel's military""]}]"
49072,N27932,music,musicvideos,Drake RESPONDS to Fans Booing Him Off Stage,Drake took to instagram to respond to fans who booed him off stage,https://assets.msn.com/labs/mind/BBWCNuz.html,"[{""Label"": ""Stage (theatre)"", ""Type"": ""C"", ""WikidataId"": ""Q194428"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [34], ""SurfaceForms"": [""Off Stage""]}, {""Label"": ""Booing"", ""Type"": ""C"", ""WikidataId"": ""Q1553816"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [23], ""SurfaceForms"": [""Booing""]}]","[{""Label"": ""Stage (theatre)"", ""Type"": ""C"", ""WikidataId"": ""Q194428"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [57], ""SurfaceForms"": [""off stage""]}, {""Label"": ""Drake (musician)"", ""Type"": ""P"", ""WikidataId"": ""Q33240"", ""Confidence"": 0.999, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Drake""]}]"
49075,N9139,entertainment,awards,People's Choice Awards 2019: Red Carpet Fashion,,https://assets.msn.com/labs/mind/BBWyGVO.html,"[{""Label"": ""Red carpet fashion"", ""Type"": ""C"", ""WikidataId"": ""Q6322233"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [29], ""SurfaceForms"": [""Red Carpet Fashion""]}]",[]
49076,N8015,finance,markets,Powell's Warning to Congress About the Next Recession,The Fed will need help stimulating the economy when the next downturn hits.,https://assets.msn.com/labs/mind/BBWItba.html,"[{""Label"": ""United States Congress"", ""Type"": ""B"", ""WikidataId"": ""Q11268"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [20], ""SurfaceForms"": [""Congress""]}, {""Label"": ""Jerome Powell"", ""Type"": ""P"", ""WikidataId"": ""Q6182718"", ""Confidence"": 0.99, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Powell""]}]",[]
49098,N45389,news,newsus,US Coast Guard is searching for two missing boaters after a storm capsized their vessel,"A search is underway for two missing boaters after a storm capsized a vessel off the southeastern coast of Florida on Friday, the US Coast Guard said.",https://assets.msn.com/labs/mind/BBWCOy0.html,"[{""Label"": ""United States Coast Guard"", ""Type"": ""O"", ""WikidataId"": ""Q11224"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""US Coast Guard""]}]","[{""Label"": ""United States Coast Guard"", ""Type"": ""O"", ""WikidataId"": ""Q11224"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [130], ""SurfaceForms"": [""US Coast Guard""]}, {""Label"": ""Florida"", ""Type"": ""G"", ""WikidataId"": ""Q812"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [107], ""SurfaceForms"": [""Florida""]}]"
49257,N24207,autos,autosnews,Owner shocked after his 60s Porsche roadster gets stolen from classic car show in Pleasanton,"Since 1983, thousands of car lovers have come from all over to the Goodguys Rod & Custom Association shows, never dreaming their antique collector's items would be stolen.",https://assets.msn.com/labs/mind/BBWCpct.html,"[{""Label"": ""Pleasanton, California"", ""Type"": ""G"", ""WikidataId"": ""Q747444"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [82], ""SurfaceForms"": [""Pleasanton""]}]","[{""Label"": ""Goodguys Rod & Custom Association"", ""Type"": ""O"", ""WikidataId"": ""Q5583378"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [67], ""SurfaceForms"": [""Goodguys Rod & Custom Association""]}]"
49317,N55281,weather,weathertopstories,"On a frigid night in Dallas, one man who used to be homeless ushered people to shelter",Monday night was harsh for many in Dallas as the strongest cold front of the season rolled through bringing below-freezing temperatures and single-digit wind chills. The city of Dallas opened up the Kay Bailey Hutchinson Convention Center for emergency overflow housing for the homeless in case other shelters filled up. A move the city hasn't made in cold weather situations and one that was applauded by local non-profits and faith leaders who...,https://assets.msn.com/labs/mind/BBWCqPU.html,"[{""Label"": ""Dallas"", ""Type"": ""G"", ""WikidataId"": ""Q16557"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [21], ""SurfaceForms"": [""Dallas""]}]","[{""Label"": ""Dallas"", ""Type"": ""G"", ""WikidataId"": ""Q16557"", ""Confidence"": 0.996, ""OccurrenceOffsets"": [35, 178], ""SurfaceForms"": [""Dallas"", ""Dallas""]}, {""Label"": ""Kay Bailey Hutchison"", ""Type"": ""P"", ""WikidataId"": ""Q239928"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [199], ""SurfaceForms"": [""Kay Bailey Hutchinson""]}]"
49349,N32544,tv,tv-celebrity,Hannah Brown on Being Surrounded By Exes Tyler Cameron and Colton Underwood,ET spoke with the former Bachelorette after 'Dancing With the Stars' on Monday.,https://assets.msn.com/labs/mind/BBWCqqq.html,"[{""Label"": ""Hannah Brown"", ""Type"": ""N"", ""WikidataId"": ""Q42912909"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""Hannah Brown""]}, {""Label"": ""Colton Underwood"", ""Type"": ""P"", ""WikidataId"": ""Q20090484"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [59], ""SurfaceForms"": [""Colton Underwood""]}]","[{""Label"": ""The Bachelorette"", ""Type"": ""W"", ""WikidataId"": ""Q3278334"", ""Confidence"": 0.992, ""OccurrenceOffsets"": [25], ""SurfaceForms"": [""Bachelorette""]}, {""Label"": ""Eastern Time Zone"", ""Type"": ""U"", ""WikidataId"": ""Q941023"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [0], ""SurfaceForms"": [""ET""]}]"
49381,N834,travel,travelnews,5 Ways Cruise Lines Are Becoming More Environmentally Friendly,Industry considers impact as it looks to the future.,https://assets.msn.com/labs/mind/BBWCr6Z.html,"[{""Label"": ""Cruise line"", ""Type"": ""C"", ""WikidataId"": ""Q946499"", ""Confidence"": 1.0, ""OccurrenceOffsets"": [7], ""SurfaceForms"": [""Cruise Lines""]}]",[]
